,0
136,196865.4077717104
137,213998.85015436713
138,167730.07141067853
139,164568.35078401284
140,63984.801340396945
141,110283.44820685648
142,72416.58261354339
143,261549.92358641987
144,244047.83629378158
145,164391.54468687242
146,170344.031657397
147,212408.76394830138
148,183969.04841478993
149,153124.43754902488
150,141154.34234044838
151,172002.03624104275
152,164778.57463046224
153,125994.38391932214
154,90046.99649121994
155,75261.63185713324
156,91139.42679097742
157,125402.25798464155
158,137092.49355230975
159,162365.1819772644
160,136600.29057585815
161,139131.79216198894
162,263203.0180329384
163,220659.39145362284
164,116685.54349164017
165,161626.081130249
166,189757.21625866188
167,274028.20104523696
168,178240.31233563242
169,348775.1275627503
170,220267.33849586535
171,247671.5423083668
172,172000.04046577477
173,185740.70942512166
174,175937.42713594905
175,151550.96615519808
176,197798.48489404452
177,187171.89188803156
178,182188.9358399123
179,251901.89860867953
180,176867.99117603694
181,239021.6155516403
182,219945.77471419878
183,232271.6700828337
184,196116.76511941486
185,154613.06591301985
186,151193.60538456342
187,126535.05137814995
188,134942.50771382416
189,112852.56210314478
190,117054.87001847531
191,97789.72767055598
192,99649.69555874319
193,149161.58051363114
194,136502.0523437001
195,144209.755676103
196,151090.62825127158
197,149655.87459137756
198,116862.44900932329
199,151980.85348271934
200,422141.43553963816
201,380976.7553740959
202,362498.4647266912
203,438214.7491758162
204,298224.74881372735
205,325707.2042011249
206,366031.9997187269
207,331080.08845037967
208,293103.28989799926
209,339873.36844640545
210,271375.6996606752
211,398339.30695651413
212,296580.12516844395
213,243880.23513505733
214,205033.91325393727
215,206186.99459992457
216,225355.8556757739
217,412448.5446943463
218,379192.0750359253
219,331987.5802660291
220,247251.49982836822
221,315378.51492284634
222,191003.9176011152
223,172119.3573810538
224,173246.256549927
225,171391.08071818398
226,166598.18060305077
227,190020.56104047253
228,193146.49563442968
229,192836.76112700326
230,182479.39730821925
231,254181.77772546004
232,172525.8741728333
233,179903.27620497358
234,163468.59188835666
235,278028.4190258706
236,165436.2060145086
237,354454.9809515059
238,315073.86464869714
239,260286.07670042265
240,274605.6685365495
241,241298.60803843167
242,246177.467030044
243,276408.930662253
244,231090.52636846455
245,383457.3851434345
246,211083.36234414217
247,207469.3920559482
248,258486.1064249399
249,218436.48983907493
250,267153.9641673163
251,261417.80088144823
252,277323.2469459719
253,218768.09611685312
254,208662.74047054784
255,180420.48748452554
256,169132.62722346262
257,134740.1136899502
258,205165.9858818565
259,229756.17379959315
260,157936.3591601571
261,126129.2936651018
262,153894.61309860647
263,207071.07642711236
264,238574.00454677685
265,187768.35944498176
266,162736.40157632873
267,171703.17459168707
268,168370.96986285388
269,152595.7737724328
270,120340.87907759387
271,125498.19936124599
272,112556.23320531183
273,120639.94599967662
274,125722.42966362002
275,111630.45571102436
276,284739.38717913395
277,237435.43271057346
278,254186.4034196966
279,229327.26034935447
280,196944.33254411197
281,177154.3641037278
282,180001.16444266692
283,293749.07584159327
284,217119.20652055574
285,180945.9953697284
286,215706.6634245556
287,223372.94880259092
288,149172.6666064945
289,124440.20686967445
290,240699.55301149984
291,113687.05418917374
292,143855.8388673414
293,184503.8626366679
294,163171.69516802297
295,124738.0557962542
296,118574.54444179458
297,141545.9897475748
298,162464.38727434538
299,163240.7633819643
300,143029.25925035434
301,177449.77732277027
302,179235.80870918377
303,112766.48716139694
304,154665.7024882711
305,178112.9871686499
306,212436.83075397284
307,138924.302188309
308,163450.5107830881
309,145701.04103219643
310,125565.53510928882
311,132654.87753688302
312,127704.12797783101
313,143669.62389838538
314,135666.02496171556
315,125230.88931544621
316,108600.9638478496
317,136726.41283354195
318,122227.62501508502
319,171314.45333204762
320,124794.56445540496
321,87061.75559618376
322,139710.8534193105
323,102164.53160640666
324,122798.36440687123
325,149065.86490251127
326,161913.18361045778
327,59693.47891563712
328,101688.3201883049
329,81636.47765394565
330,179498.2526350966
331,150400.3218017401
332,127580.02541452038
333,148959.66586870822
334,132325.5471540626
335,126342.13507141559
336,114147.7098686693
337,121580.19342569189
338,109994.6823590604
339,136212.02756067982
340,125378.38859239723
341,132495.70502261954
342,142492.49273045224
343,143668.34118770162
344,132689.90729771025
345,121030.1022862809
346,133745.7958516307
347,123957.2417016859
348,124054.68538070263
349,141883.59285045526
350,96597.25373551267
351,98355.45695187019
352,121258.84131623233
353,96043.48564481705
354,52363.83568147664
355,98739.20982594471
356,113520.10431182438
357,143770.3379987616
358,118830.95748020582
359,52895.197697344396
360,113168.12085300757
361,149186.69046158373
362,43335.80442702373
363,135576.89632737724
364,136864.20125985297
365,106179.8906327376
366,104017.99704315144
367,135754.015669094
368,119963.63592872303
369,143084.04790851576
370,139381.26140193487
371,75783.83073961911
372,137894.7216602653
373,118364.59575568984
374,131792.69737964883
375,122530.53566738797
376,95503.17991474335
377,136127.203302383
378,89142.42637133977
379,148999.0085735513
380,137827.7986151022
381,85386.43484245818
382,132129.44478003748
383,139005.18402906967
384,143817.54633919842
385,152461.17230361828
386,169509.0696280613
387,50373.415628136216
388,103511.63730343494
389,115649.65217078949
390,152173.09240993662
391,124441.64107267055
392,131815.18935217345
393,165368.5841768141
394,153355.43035103267
395,222462.844284813
396,137206.67177882596
397,134772.66275917084
398,118030.9013285181
399,153778.5116665501
400,118239.96743298428
401,290457.4511712354
402,276432.81657221355
403,276678.4998647234
404,323458.70634826995
405,314389.1140163994
406,225810.7777995698
407,280529.1050970692
408,203222.8534745332
409,222622.76209094035
410,245265.39913174664
411,174903.1637404838
412,238694.52005838067
413,143243.44936165368
414,191903.80450864809
415,195834.88126215385
416,206244.54128811546
417,206645.59564902878
418,127313.70952579792
419,128692.60990514776
420,240104.3363957908
421,246385.4436619615
422,188193.5130854348
423,201899.15907688878
424,234756.65960547363
425,277341.7708791762
426,209568.16417466715
427,264252.2518251051
428,166976.93374229627
429,120783.02241281877
430,132353.2865231477
431,97555.73422403036
432,129683.87478877274
433,128106.32341044245
434,136299.32241395145
435,121913.6163781872
436,120130.96281422398
437,110137.84017073814
438,158932.96828132618
439,143184.61284370208
440,171766.60813977916
441,146725.29747308017
442,216053.64085012587
443,143745.28397618132
444,193273.38335596898
445,140384.03709453027
446,211576.4362860668
447,109241.53516864977
448,138368.50173200708
449,121630.20517806792
450,220399.44550240878
451,313007.0495542491
452,147218.89682945484
453,54497.04347798371
454,300595.71658343746
455,68822.89181751468
456,250305.93005328497
457,136661.79947715419
458,174899.3941171406
459,151419.26171887742
460,349473.9839809569
461,293778.60953548516
462,225981.83703257138
463,230733.23906670595
464,199606.138849329
465,352826.8527126727
466,130119.98135874339
467,157662.76203047283
468,122839.8893423938
469,131323.3474350569
470,142100.8720458071
471,136626.90950346258
472,185360.14225646245
473,176571.4963042229
474,173595.86770798522
475,188907.4550639845
476,180755.38025812613
477,173091.67206381992
478,248075.118340539
479,193115.05910390383
480,169992.25055127862
481,179652.23782697838
482,219326.15537803702
483,361583.5035167028
484,394056.0411661424
485,140873.22258777116
486,312975.4588859842
487,168164.1730458481
488,238719.5454396421
489,175601.95858670818
490,248408.49366741074
491,211021.15495027366
492,166225.54543399418
493,181728.92027068333
494,137078.6578156683
495,285370.01929431927
496,147829.2392184455
497,298470.93238660396
498,142105.22607701735
499,109381.44158345567
500,119170.15476008321
501,97256.14887151094
502,105080.45916692898
503,112413.342379591
504,145536.50796349242
505,132342.51506466191
506,287322.4741370313
507,415786.94245772844
508,375255.07167179725
509,404790.2918474759
510,430055.55612588377
511,365803.9318811347
512,272905.13172580756
513,326701.9841874276
514,482693.353834421
515,275537.8224895369
516,362986.5123803159
517,351840.01666114567
518,328622.7308145038
519,207706.58988535593
520,340114.8825004617
521,225492.49408528864
522,212517.24156977804
523,176872.03564835194
524,223865.53132196184
525,215931.24289523286
526,178319.78027277652
527,176238.0161564071
528,192553.81436800328
529,212578.22395286086
530,235880.07846660772
531,213031.4095573895
532,168311.06128536887
533,223450.33901081554
534,180264.55686760694
535,258692.92132279283
536,302323.54663401673
537,319770.39085574343
538,276519.5135792777
539,325806.6117976793
540,285305.3402835784
541,238392.48659697745
542,251894.34711311804
543,282989.0062475484
544,216672.78957819124
545,220643.19660144203
546,249358.28707391006
547,221340.47861983522
548,196030.5165352284
549,190084.57200772243
550,136515.42462108392
551,171821.91505506428
552,180980.02505321917
553,184125.41928477006
554,203891.72559114848
555,194446.05186097874
556,194350.96939722876
557,114815.34935361092
558,132494.53899713585
559,107814.61603665681
560,101325.05080676956
561,179356.66226479094
562,139006.37725919826
563,269454.8250185102
564,339999.8944811934
565,176440.49329181275
566,162842.17356183784
567,153646.44441292895
568,173236.31369727175
569,266381.2116989351
570,226428.51918859212
571,240990.43332839682
572,251113.05192539137
573,175628.9274694963
574,216255.38107161634
575,196452.90822035514
576,208111.2626318345
577,303007.4865532789
578,228498.36164860736
579,281449.4149581544
580,290399.84196118993
581,203986.0104901512
582,168713.66658731512
583,165307.8867787831
584,207972.68320500845
585,149469.47713039484
586,144016.84444347065
587,135994.0866155439
588,139834.70003660265
589,166724.30110489813
590,103795.48789522119
591,122363.10783266861
592,141783.18440129978
593,87257.34877881066
594,153274.49195717718
595,144589.3962871631
596,111250.17732667232
597,218595.90613239026
598,131048.73897822383
599,167553.19491194515
600,166870.17057131196
601,128037.90478835096
602,114681.86260000768
603,138658.53501969375
604,123128.37407243412
605,164448.5974212037
606,106458.85274470001
607,141136.6102592163
608,82094.01601676691
609,108289.13942750733
610,94852.45875727072
611,127856.02799754583
612,134896.03029775812
613,171680.93071637827
614,139147.09312368295
615,115709.21166112539
616,157534.64155257665
617,125372.80737979885
618,127994.10150514763
619,115388.81055533235
620,119923.09988775659
621,133260.73576201883
622,142867.367493195
623,105313.79082438954
624,114384.97134586908
625,117988.00819801597
626,117494.53401973126
627,97602.91095147269
628,75198.19143917075
629,126289.89621191655
630,122542.62453518288
631,122737.78158188693
632,116096.01605206968
633,114168.65569797307
634,144268.80966915347
635,83063.3540069417
636,94617.23935858211
637,144798.6079613264
638,54817.13980630462
639,73782.15551106755
640,118090.81836659573
641,119445.46807111791
642,102769.33505794447
643,137233.36455956707
644,126385.15235497631
645,62446.388530886026
646,194152.26925370615
647,113019.58776812436
648,108958.14748595045
649,133236.93882160966
650,143285.5441336579
651,138084.6188067757
652,122139.68220441307
653,115459.72414422072
654,159929.6453893678
655,119423.09546211823
656,145625.52363860872
657,124663.20515235748
658,112144.98216116788
659,112535.82216009464
660,88577.13279502084
661,112404.41016206788
662,86442.53326545462
663,156150.7650984579
664,126845.74379843166
665,152778.16012113894
666,158512.81132994394
667,121736.20915131835
668,92473.7697959786
669,135695.50005507577
670,147867.33974357843
671,117713.93350977912
672,122117.82917100922
673,120342.66890888092
674,95965.41081946173
675,85525.40883358529
676,111719.13477375603
677,135307.7923284726
678,148158.35286751
679,135964.69671036967
680,151361.47472080338
681,126853.46415466694
682,143336.7123161531
683,124484.88453747863
684,136858.90022717614
685,159899.05312602455
686,146145.62441087875
687,131023.83522840397
688,145252.4331641959
689,220598.9988834325
690,107557.37311841652
691,163164.4353897909
692,158769.72024299658
693,105718.75439811137
694,134272.88012007583
695,256075.78568916945
696,227958.42864322508
697,239695.49800780878
698,213573.8253370475
699,174835.99208019956
700,230455.3513099937
701,341596.0834310904
702,334263.8626324181
703,245956.66562920052
704,198441.70207910638
705,149277.29759877227
706,210970.5008029276
707,196334.81493349242
708,194934.19390047772
709,216957.62367412625
710,149577.16545928357
711,131025.08466941882
712,163857.4871401379
713,225812.2850750183
714,283915.98926914815
715,310210.27574275056
716,240845.8702450009
717,211066.09351449212
718,139901.90189093194
719,217455.21961200575
720,187944.8087661802
721,215055.9645133616
722,189488.3202649831
723,117839.21520057836
724,123062.16853405826
725,145617.1786112035
726,148489.22663100983
727,150436.20058219193
728,224409.10949776942
729,81794.46285665197
730,82690.18815913307
731,91661.20793661453
732,104944.15889925142
733,101852.93681918245
734,106158.21002337789
735,102154.74134880495
736,115878.67090451562
737,149710.77679091055
738,179042.88543427223
739,145952.33192721274
740,140936.24822284564
741,199801.88699313253
742,138119.0246485194
743,181492.3345454884
744,118246.78398723359
745,140021.17823694122
746,215520.67667173126
747,252218.5466164047
748,234266.63086981364
749,121007.49627593512
750,112763.29465558386
751,112355.51674686976
752,105567.37497103494
753,132392.94589681237
754,100695.7611971343
755,148630.8014892938
756,62607.14507688972
757,69318.23022237448
758,60914.03424801359
759,63907.088351222206
760,299814.0002358053
761,272642.6430938294
762,278462.4374059437
763,211214.26266625986
764,117039.05587845603
765,183192.13616553228
766,202018.7716828842
767,254887.09146011272
768,246934.07222545406
769,153879.5015990538
770,211006.71099734816
771,177381.21813053524
772,183419.19295218118
773,235463.87823513264
774,220590.40399803873
775,250595.87586108223
776,309488.5372952761
777,197173.27431277584
778,110703.20021309625
779,153050.91270586592
780,160132.65767608435
781,122601.94306486347
782,129545.17244811491
783,103931.30076829463
784,102227.6254202706
785,142109.71052536112
786,111296.21776593877
787,118500.70525971314
788,118274.29096244418
789,127647.94049517991
790,102519.09702625671
791,170001.9409178554
792,153995.78287792072
793,178235.9988903405
794,185297.79924051472
795,175806.1455715329
796,201930.48210283177
797,156752.61194935802
798,172650.29490838712
799,154307.18018806784
800,191064.46594224958
801,215837.99449889336
802,374164.27420840185
803,460673.43231001054
804,168563.20866895822
805,292442.6236732481
806,361345.8977734474
807,408557.26160693576
808,144597.4003142916
809,194877.497907174
810,210596.83914037814
811,197848.17025336585
812,159502.5023053467
813,175578.01081717983
814,155939.61414780564
815,187646.82450707545
816,177268.81027846682
817,145302.37885285428
818,121833.20540674673
819,112158.91638828957
820,172843.00062564225
821,187335.2958162044
822,106401.94936578795
823,113072.46962992001
824,133998.66210604119
825,120651.97667452085
826,348493.5278867919
827,276152.6557770597
828,370349.55782147055
829,431137.8846817388
830,336172.05170172505
831,425026.8519928826
832,418887.90096746484
833,390733.0436651756
834,439149.8766336265
835,271541.34036942467
836,329585.4978936977
837,328011.1371910009
838,363392.3939824102
839,332234.19943249505
840,308470.1499139847
841,249455.54221640542
842,241955.6611924006
843,248056.19119092994
844,203031.9782550851
845,198893.21757344797
846,206610.42416955443
847,227171.125237922
848,275435.6843609595
849,219744.96731639223
850,203279.73367990693
851,171815.3111830501
852,172531.13035939043
853,169194.0138630713
854,178358.20040239042
855,192944.49201108323
856,185394.6340224452
857,177215.61394350513
858,175818.02901284568
859,178826.4595248136
860,239902.89755732354
861,177569.54702291332
862,185202.78357545863
863,178125.08207079067
864,208179.89198297204
865,172921.77240485224
866,205572.7908553432
867,222680.21462492557
868,187648.76177711986
869,177476.02649511182
870,351649.20448660676
871,374313.9353004457
872,324246.1082034933
873,261367.26715655814
874,279581.50517924834
875,317951.2315208116
876,196496.14472469676
877,262988.7093202231
878,221098.00387638758
879,372085.3786757467
880,213994.34465614255
881,228606.85827297735
882,227036.6255502668
883,216996.04277425987
884,229811.75230463885
885,208598.65728037123
886,199980.06699910806
887,242031.4337578465
888,179099.44221091724
889,298637.35106844036
890,257038.07409057175
891,254882.44247863593
892,260076.5529447898
893,135397.76804266332
894,141265.1577942955
895,150352.49616640242
896,188703.6212753959
897,195802.2311857259
898,127961.72924262607
899,114180.98837487295
900,139998.9163047785
901,268870.7139567703
902,130426.21049212318
903,154092.07282100074
904,214907.41880587576
905,189463.89488681892
906,219621.17760808216
907,213445.86919335238
908,213975.70170899577
909,174515.56468543145
910,172411.7770596574
911,190183.01670329316
912,276065.8276409744
913,315806.26893796644
914,244881.4548949753
915,276530.8369321511
916,323159.91188235115
917,145398.83599944809
918,195402.79732213268
919,143776.03188555466
920,159820.11498441352
921,199721.1496737426
922,203011.35521992805
923,243364.30915485314
924,156265.6489078289
925,129764.26217853832
926,134939.95808875695
927,100089.31898389962
928,127007.50147155776
929,148470.90455179597
930,143450.78579411728
931,113021.5860812503
932,160137.8699911046
933,138016.37651967918
934,200583.4111848505
935,138722.13186892698
936,207452.62083589155
937,125953.74485230564
938,62038.876973366445
939,60067.82271079729
940,113700.97169875745
941,135816.98509622854
942,138686.73187300502
943,151507.91796355124
944,156344.96557842463
945,133608.3857559656
946,122645.59424016021
947,141558.7477471729
948,122862.67200697541
949,162311.1427095185
950,113593.26103096831
951,153562.122646658
952,129907.19866186917
953,145168.5389818865
954,131667.54287525083
955,121449.49681061806
956,125051.22114585552
957,126087.60596794104
958,121318.67107041628
959,121360.52295658676
960,145102.2523792355
961,107551.11519475309
962,119308.88133148053
963,157519.09330384218
964,199752.38467653637
965,126119.41172383772
966,134271.84425806426
967,171529.4491243989
968,108934.4667902703
969,126989.53555391144
970,109212.98296683554
971,141343.10181342805
972,143343.62253772136
973,137374.5403541785
974,148670.03322376913
975,107889.85676974812
976,105271.68972337405
977,123371.49234239878
978,109493.87381165264
979,119849.80618940314
980,92261.2244946576
981,99354.62184956625
982,121967.7867445424
983,130790.02891712132
984,87074.17584449476
985,135211.07204537833
986,177047.12122915132
987,132587.3326456965
988,108338.29860349689
989,146024.3576758629
990,129960.36752110114
991,191343.81331304772
992,89011.63979031172
993,121955.87239029889
994,122420.58618928814
995,135355.68198454796
996,134188.8747955907
997,128001.73298958344
998,108047.94636370445
999,140226.70195877817
1000,122320.28244152162
1001,131033.61902735813
1002,124621.61708353001
1003,169268.7220750045
1004,143493.8926231996
1005,116046.53160923684
1006,132592.11567426394
1007,83740.74388329526
1008,82399.59315961065
1009,184787.77866291595
1010,206017.6736572444
1011,168825.48253621298
1012,116752.26924399528
1013,81425.0628256346
1014,208572.3884629554
1015,112942.07450793937
1016,130929.60809516325
1017,154911.8269216328
1018,103281.05390783549
1019,150299.8655241999
1020,120297.53953167259
1021,128936.51892572136
1022,111140.24236883425
1023,120873.50236939377
1024,124391.9090360456
1025,152904.07949187348
1026,171561.17893727112
1027,152433.0762349709
1028,152775.31176290015
1029,144432.65093499437
1030,87114.70055531533
1031,193308.08981407163
1032,153481.40213674138
1033,141704.93363617812
1034,87435.01899176216
1035,240063.61838084008
1036,144216.57217766054
1037,106831.7516299192
1038,88844.02014936086
1039,122285.04147021819
1040,129754.18566570432
1041,139775.59416586196
1042,95694.78505422855
1043,173192.33682866572
1044,224789.91869532052
1045,246525.25939609983
1046,274169.73667766893
1047,247074.06594602217
1048,214845.57122462825
1049,210995.5426462824
1050,172616.64019255916
1051,207071.81905738538
1052,221561.1796377978
1053,271862.14932139585
1054,148432.07420560127
1055,173914.52098075685
1056,138737.75317150552
1057,148737.1711222374
1058,232116.84078317543
1059,215377.2248606534
1060,186739.86567369226
1061,222843.44287912038
1062,119657.15888178902
1063,138647.7225981533
1064,151075.9686214166
1065,136097.3060907565
1066,114631.6102449946
1067,126245.16205651886
1068,134303.24683072383
1069,121488.36168787348
1070,244747.36058052443
1071,222246.78926007167
1072,194480.33216111874
1073,225615.03849182097
1074,287014.87029400485
1075,230849.91955706765
1076,233477.918777677
1077,181881.84999818873
1078,181519.95024891567
1079,177634.39830789762
1080,178011.25318329257
1081,166375.36038592708
1082,122795.56400102178
1083,114910.41979894263
1084,135026.09996598717
1085,120254.83928191835
1086,134359.03704142428
1087,152953.91062050738
1088,156839.79726927305
1089,434426.60047145357
1090,142293.18248083154
1091,119349.88911480733
1092,75517.36716415832
1093,101392.83121994958
1094,111826.1944041301
1095,97166.65950847119
1096,103660.28464888128
1097,153133.66270410278
1098,143051.24218771516
1099,146134.7427909947
1100,135378.11682286448
1101,135671.87187655116
1102,143148.0722869541
1103,200713.1904784787
1104,138284.36342989217
1105,164213.67770438263
1106,141867.7919679726
1107,194339.06376478457
1108,215575.45255505282
1109,118659.17093199935
1110,190982.21027494964
1111,141773.74284553283
1112,219629.04403274323
1113,290680.8669691476
1114,127611.5982774977
1115,123793.13220727206
1116,137481.4202099663
1117,83847.64911127431
1118,56730.632009616515
1119,97494.09166212134
1120,96535.89025594412
1121,99092.59243570745
1122,276246.4296432566
1123,173873.64703291288
1124,193365.94010653876
1125,217524.8208223507
1126,189955.62880059428
1127,136090.63590887332
1128,145386.33967386212
1129,207498.6130774634
1130,214957.679989906
1131,207207.28708914382
1132,251708.457360644
1133,173130.2800029891
1134,193982.359381585
1135,295323.7856755999
1136,185281.05846690564
1137,276238.7750268195
1138,310049.91908891837
1139,141495.14165614522
1140,141154.15903330207
1141,81710.86925947224
1142,93839.923539287
1143,88423.33271473204
1144,78906.72319358394
1145,150622.1317366798
1146,193194.43819514924
1147,194386.92038339088
1148,165621.28014221435
1149,107257.3855226583
1150,123570.19190070113
1151,153203.70824634394
1152,124970.63712365198
1153,120618.31386182763
1154,146780.0819068089
1155,143816.9184966688
1156,174186.03217559282
1157,196337.17457252493
1158,192813.47673713815
1159,179671.5922304692
1160,173111.7308791041
1161,178917.94450462522
1162,233607.3146663606
1163,304186.2373867578
1164,295643.7498616515
1165,164265.8847285419
1166,160479.28413964208
1167,465856.0327560273
1168,490763.49252217094
1169,364350.27019663266
1170,451296.58999199927
1171,424510.4777967775
1172,305400.4563494902
1173,409210.36971577886
1174,151318.68972724592
1175,171192.89623413575
1176,169160.46834637044
1177,262291.04338547785
1178,186130.12104461645
1179,145248.8950734387
1180,99904.58149980474
1181,187680.2066516024
1182,102705.75991233932
1183,129980.21150797432
1184,107137.72270194744
1185,95514.72259488096
1186,104242.5074673928
1187,141744.67925204814
1188,148828.2120966729
1189,127689.30083546201
1190,143293.18552110856
1191,380092.93963125366
1192,257264.05860640734
1193,257600.92477472985
1194,385861.99613738037
1195,322828.6620203527
1196,329474.8475242687
1197,303394.62463189673
1198,308523.8283965233
1199,353528.2284212261
1200,346520.36316067196
1201,351897.9567685459
1202,296478.72876506817
1203,270620.5481117303
1204,316312.4026083233
1205,280591.33592615626
1206,171871.61157604467
1207,179792.75704246553
1208,181823.95183542924
1209,275287.8134926068
1210,183818.23108295238
1211,194485.9436925599
1212,204826.8965818145
1213,202425.498703012
1214,172435.5291400291
1215,190774.10950514837
1216,194441.78520468876
1217,243261.37779547172
1218,274068.1976511117
1219,287283.28087447863
1220,383941.9606985257
1221,323328.46943124133
1222,495788.9992463258
1223,316596.6814676778
1224,331311.59669955366
1225,253159.06574447308
1226,311801.8048365807
1227,210517.28387012472
1228,201708.4090948141
1229,397297.6903371709
1230,195017.06569574037
1231,136910.85702726713
1232,197326.37236117892
1233,134777.1630790519
1234,189406.72555156916
1235,182344.4724602692
1236,181581.52790283746
1237,194865.57333554694
1238,176823.01737231348
1239,159546.93110889872
1240,150998.89866215936
1241,108837.44019622155
1242,119532.44057826104
1243,139814.8837079991
1244,114137.17593584713
1245,107232.70409444108
1246,119750.00893550072
1247,128569.40307633387
1248,104324.14526479659
1249,124742.21233469051
1250,282499.8651985817
1251,374090.4673259038
1252,172865.9553970055
1253,152402.60279745536
1254,175034.00120070856
1255,146300.15851712337
1256,189223.6823434332
1257,221132.49860023477
1258,157968.6196208866
1259,165241.3014953954
1260,130560.90823643956
1261,161371.69591791314
1262,138433.58773555243
1263,124914.9294446714
1264,127409.17614478615
1265,146023.1744419364
1266,191365.55633753416
1267,176210.15171381488
1268,147537.9785368464
1269,140765.7755946043
1270,122726.74715348979
1271,127620.086131687
1272,154149.65622684764
1273,147575.79855189365
1274,133034.1462685797
1275,140310.83680768617
1276,118541.08059170812
1277,133800.58140075926
1278,153471.43637933326
1279,131929.1576495315
1280,143584.74546681723
1281,153351.69071056938
1282,151604.52709542526
1283,153318.7691464226
1284,135544.28481652457
1285,132620.35103817668
1286,145278.61471353855
1287,125570.34607029258
1288,127323.09194041665
1289,129948.62176419071
1290,132340.71958366482
1291,196362.54016754392
1292,143430.00846807958
1293,213215.3422353679
1294,130051.26061424863
1295,97552.84758647232
1296,70534.39871791004
1297,80428.44213286632
1298,155586.25120615252
1299,123647.75259065344
1300,139018.33367316486
1301,141049.7691636876
1302,179761.36055947788
1303,152870.38538025905
1304,259055.03538018538
1305,125939.5502259807
1306,87258.49044692297
1307,133888.50108787412
1308,130228.13228051727
1309,133500.09558667563
1310,105252.35318718012
1311,113227.29919234061
1312,160373.290098085
1313,139488.04635545888
1314,116517.23499302346
1315,135515.9328514713
1316,144676.05904463885
1317,99239.65552263339
1318,126627.8099850392
1319,99499.45767750546
1320,97038.57430773485
1321,96744.00654477318
1322,102271.73162378848
1323,124999.05108694975
1324,138820.4352022931
1325,63798.59787834115
1326,117593.89823609134
1327,73067.19469656971
1328,160637.3205231188
1329,96721.62927388732
1330,113477.17116500497
1331,52298.38379285479
1332,158900.1181695245
1333,97442.53091177721
1334,123495.15284548771
1335,100174.98970699777
1336,201041.76617899517
1337,104832.69649556142
1338,111487.1955856203
1339,69604.08971679537
1340,108220.74035274828
1341,129219.2459735493
1342,164233.54450828058
1343,129625.73048817819
1344,98066.59835947545
1345,80600.40800547764
1346,147892.53529021583
1347,144438.35927375517
1348,127278.89219501764
1349,125867.30993618953
1350,154521.6605543642
1351,150928.85115357008
1352,153777.45656686652
1353,152267.94240601762
1354,97622.15171297677
1355,219035.82674297568
1356,150663.1545456766
1357,130601.28030474673
1358,174824.60888727367
1359,137342.99588551905
1360,105497.74341057522
1361,184653.89578612123
1362,299099.14531418745
1363,170353.34742580005
1364,148747.3839519801
